x1,x2,x3,gamma1,gamma2,gamma3
0.0,0.0,1.0,1.2214027581580876e+30,6.178243681803413e+26,1.0000000000026998
0.0,0.034482758620689655,0.9655172413793104,1.1840793078984315e+30,2600.4571371268503,1.0805497315104815
0.0,0.06896551724137931,0.9310344827586207,1.1478963822759656e+30,557.3628009111314,1.1715356611794803
0.0,0.10344827586206896,0.896551724137931,1.1128191293038443e+30,224.93684232889407,1.2748094424043088
0.0,0.13793103448275862,0.8620689655172413,1.0788137619958699e+30,117.62179733976551,1.3926447837508207
0.0,0.1724137931034483,0.8275862068965517,1.0458475258236599e+30,70.88383742992156,1.5278565196639144
0.0,0.20689655172413793,0.7931034482758621,1.013888667167071e+30,46.72818057205541,1.6839602571006342
0.0,0.24137931034482757,0.7586206896551724,9.82906402728471e+29,32.7714185639582,1.865389017595003
0.0,0.27586206896551724,0.7241379310344828,9.528708898818768e+29,24.048120945284076,2.077791087729091
0.0,0.3103448275862069,0.6896551724137931,9.23753197927934e+29,18.26764855542351,2.3284453842936195
0.0,0.3448275862068966,0.6551724137931034,8.95525280227502e+29,14.260083327509701,2.6268497729274154
0.0,0.3793103448275862,0.6206896551724138,8.681599471865638e+29,11.37975441868336,2.9855686957698957
0.0,0.41379310344827586,0.5862068965517242,8.65204428752424e+29,9.247868222451164,3.4214775977122103
0.0,0.4482758620689655,0.5517241379310345,8.990403001086675e+29,7.630929339441679,3.957628409304619
0.0,0.48275862068965514,0.5172413793103449,9.346525582304927e+29,6.378997656936471,4.626111827010713
0.0,0.5172413793103449,0.48275862068965514,9.450922759525235e+29,5.392418390110257,5.472565118217779
0.0,0.5517241379310345,0.4482758620689655,9.291168240448233e+29,4.602985238303302,6.5634839743869975
0.0,0.5862068965517241,0.4137931034482759,9.133526315899157e+29,3.96281804694116,7.998488156295204
0.0,0.6206896551724138,0.3793103448275862,8.977985182295069e+29,3.437554225830161,9.931708824471515
0.0,0.6551724137931034,0.3448275862068966,8.824532991081776e+29,3.00204803522892,12.610798843040243
0.0,0.6896551724137931,0.31034482758620685,8.673157850745511e+29,2.6375781694821576,16.451968459661785
0.0,0.7241379310344828,0.27586206896551724,8.523847828932265e+29,2.329989955105957,22.193800882704725
0.0,0.7586206896551724,0.24137931034482762,8.376590954683467e+29,2.0684322183955093,31.238071692644827
0.0,0.7931034482758621,0.2068965517241379,8.231375220789203e+29,1.8444815794384788,46.48228018194543
0.0,0.8275862068965517,0.1724137931034483,8.08818858627123e+29,1.6515245766329658,74.62710918803926
0.0,0.8620689655172413,0.13793103448275867,7.94701897899927e+29,1.4843147048134253,133.76633282068542
0.0,0.896551724137931,0.10344827586206895,7.807854298448203e+29,1.3386502049877425,285.396289632142
0.0,0.9310344827586207,0.06896551724137934,7.6706824186065e+29,1.2111365532753986,836.8272563516568
0.0,0.9655172413793103,0.034482758620689724,7.53549119104347e+29,1.099009234072569,5334.976977827904
0.0,1.0,0.0,7.402268448157474e+29,1.0000000000032,1.480296957404017e+32
0.034482758620689655,0.0,0.9655172413793104,5449.338240610193,6.135781693638886e+26,1.0918133523147453
0.034482758620689655,0.034482758620689655,0.9310344827586208,5362.34705313039,2585.6197141145108,1.1837810368422983
0.034482758620689655,0.06896551724137931,0.896551724137931,5276.389011733786,554.1609032347479,1.2881701770528877
0.034482758620689655,0.10344827586206896,0.8620689655172414,5191.459141147768,223.6358038944352,1.4072793001621522
0.034482758620689655,0.13793103448275862,0.8275862068965518,5107.55243658365,116.93681949592549,1.543953979780508
0.034482758620689655,0.1724137931034483,0.7931034482758621,5024.663864138513,70.46821979690641,1.7017482319802548
0.034482758620689655,0.20689655172413793,0.7586206896551725,4942.788361226878,46.452324708968916,1.8851435320572616
0.034482758620689655,0.24137931034482757,0.7241379310344829,4861.920837038283,32.57663447673311,2.0998499308083596
0.034482758620689655,0.27586206896551724,0.6896551724137931,4782.056173021257,23.904210523144954,2.3532259753210925
0.034482758620689655,0.3103448275862069,0.6551724137931034,4703.189223395474,18.157584812488484,2.6548734820232465
0.034482758620689655,0.3448275862068966,0.6206896551724138,4625.314815692997,14.17358025001962,3.017494466287818
0.034482758620689655,0.3793103448275862,0.5862068965517242,4548.427751330095,11.310254028704183,3.4581492290616747
0.034482758620689655,0.41379310344827586,0.5517241379310345,4472.5228062112965,9.191004213653796,4.0001423234899764
0.034482758620689655,0.4482758620689655,0.5172413793103449,4397.5947313667775,7.583689216410955,4.675916273037539
0.034482758620689655,0.48275862068965514,0.48275862068965525,4323.638253625117,6.339240104069098,5.531608902004388
0.034482758620689655,0.5172413793103449,0.4482758620689655,4250.648076323008,5.358582324569282,6.634445543806415
0.034482758620689655,0.5517241379310345,0.4137931034482759,4178.618880053584,4.573907544057199,8.08513951989949
0.034482758620689655,0.5862068965517241,0.3793103448275863,4107.545323455736,3.9376155708857756,10.039514642401269
0.034482758620689655,0.6206896551724138,0.3448275862068966,4037.422044045932,3.4155451678418745,12.747944589427584
0.034482758620689655,0.6551724137931034,0.31034482758620696,3968.2436590952557,2.9826982570983627,16.631214126236102
0.034482758620689655,0.6896551724137931,0.27586206896551724,3900.004766553841,2.6204637064575516,22.43602742765757
0.034482758620689655,0.7241379310344828,0.24137931034482762,3832.6999460250067,2.314770322437929,31.579579256669888
0.034482758620689655,0.7586206896551724,0.206896551724138,3766.3237597920906,2.054831067968641,46.99125341737217
0.034482758620689655,0.7931034482758621,0.1724137931034483,3700.8707539006887,1.832272459385636,75.44549741648368
0.034482758620689655,0.8275862068965517,0.13793103448275867,3636.3354592993987,1.6405202966607755,135.23535052875906
0.034482758620689655,0.8620689655172413,0.10344827586206906,3572.7123930421963,1.4743592902325942,288.5346768583255
0.034482758620689655,0.896551724137931,0.06896551724137934,3509.996059556307,1.3296127364925452,846.0408868939668
0.034482758620689655,0.9310344827586207,0.034482758620689724,3448.180951978847,1.2029063987862665,5393.782921256352
0.034482758620689655,0.9655172413793103,1.1102230246251565e-16,3387.261553573517,1.0914923208295473,1.4966307182650605e+32
0.06896551724137931,0.0,0.9310344827586207,957.2265165666107,6.093611539288836e+26,1.1961472235801878
0.06896551724137931,0.034482758620689655,0.896551724137931,941.9081374874625,2570.8213147062993,1.3016635483562196
0.06896551724137931,0.06896551724137931,0.8620689655172413,926.772237870049,550.9675214736047,1.4220600109122832
0.06896551724137931,0.10344827586206896,0.8275862068965517,911.8179351248807,222.3382646955114,1.5602132663379942
0.06896551724137931,0.13793103448275862,0.7931034482758621,897.0443414425379,116.25370469550467,1.719716168613333
0.06896551724137931,0.1724137931034483,0.7586206896551724,882.4505638657956,70.0537453267497,1.9050991890804156
0.06896551724137931,0.20689655172413793,0.7241379310344828,868.0357043671266,46.177236151524355,2.1221348357477035
0.06896551724137931,0.24137931034482757,0.6896551724137931,853.7988599308035,32.38239830815621,2.378262181726597
0.06896551724137931,0.27586206896551724,0.6551724137931034,839.7391226397406,23.760709489617998,2.683188166527242
0.06896551724137931,0.3103448275862069,0.6206896551724137,825.8555797673868,18.047837714988894,3.0497539342283106
0.06896551724137931,0.3448275862068966,0.5862068965517241,812.1473138748337,14.087328853611579,3.49520673734461
