x1,x2,x3,gamma1,gamma2,gamma3
0.0,0.0,1.0,1.0562129479348028,1.1051709180756475,1.0
0.0,0.034482758620689655,0.9655172413793104,1.0512399955209824,1.0980599304237375,1.0001133511832685
0.0,0.06896551724137931,0.9310344827586207,1.0464853866892918,1.0912070651626546,1.0004550290975402
0.0,0.10344827586206896,0.896551724137931,1.0419483764746515,1.084610258477468,1.0010276140449688
0.0,0.13793103448275862,0.8620689655172413,1.0376283469110748,1.078267599618471,1.001833883062541
0.0,0.1724137931034483,0.8275862068965517,1.033524808560027,1.072177331404616,1.002876816568145
0.0,0.20689655172413793,0.7931034482758621,1.0296374022025592,1.0663378509066919,1.0041596054084991
0.0,0.24137931034482757,0.7586206896551724,1.025965900701604,1.0607477103156098,1.0056856583310432
0.0,0.27586206896551724,0.7241379310344828,1.0225102110412732,1.0554056180016114,1.0074586099033827
0.0,0.3103448275862069,0.6896551724137931,1.019270376550458,1.0503104397706864,1.0094823289054395
0.0,0.3448275862068966,0.6551724137931034,1.0162465793185382,1.0454612003249821,1.0117609272211598
0.0,0.3793103448275862,0.6206896551724138,1.0134391428115344,1.0408570849345191,1.0142987692584322
0.0,0.41379310344827586,0.5862068965517242,1.0108485346976024,1.0364974413280843,1.0171004819278133
0.0,0.4482758620689655,0.5517241379310345,1.0084753698913778,1.032381781811775,1.0201709652127353
0.0,0.48275862068965514,0.5172413793103449,1.0063204138273023,1.028509785624294,1.0235154033660951
0.0,0.5172413793103449,0.48275862068965514,1.004384585972766,1.024881301538774,1.0271392767705296
0.0,0.5517241379310345,0.4482758620689655,1.0026689635926087,1.0214963507216233,1.0310483745022407
0.0,0.5862068965517241,0.4137931034482759,1.0011747857773126,1.0183551298596503,1.0352488076409982
0.0,0.6206896551724138,0.3793103448275862,0.9999034577480378,1.0154580145675358,1.0397470233719253
0.0,0.6551724137931034,0.3448275862068966,0.9988565554525377,1.0128055630885937,1.0445498199278407
0.0,0.6896551724137931,0.31034482758620685,0.9980358304669387,1.0103985203026795,1.049664362424387
0.0,0.7241379310344828,0.27586206896551724,0.9974432152193724,1.0082378220561061,1.0550981996438478
0.0,0.7586206896551724,0.24137931034482762,0.9970808285525304,1.0063245998294708,1.060859281827545
0.0,0.7931034482758621,0.2068965517241379,0.9969509816433637,1.0046601857604363,1.0669559795409818
0.0,0.8275862068965517,0.1724137931034483,0.9970561842993841,1.0032461180397176,1.073397103680511
0.0,0.8620689655172413,0.13793103448275867,0.9973991516523518,1.0020841466998138,1.0801919266952906
0.0,0.896551724137931,0.10344827586206895,0.9979828112715387,1.0011762398174155,1.0873502051036414
0.0,0.9310344827586207,0.06896551724137934,0.9988103107202901,1.0005245901519073,1.094882203388719
0.0,0.9655172413793103,0.034482758620689724,0.9998850255812252,1.0001316222439691,1.1027987193646602
0.0,1.0,0.0,1.0012105679771657,1.0,1.1111111111111112
0.034482758620689655,0.0,0.9655172413793104,1.0527716224608725,1.0999043511397655,1.0000573820116565
0.034482758620689655,0.034482758620689655,0.9310344827586208,1.0479448636272308,1.0929659481066232,1.0003397020197744
